objectid,objectnumber
1650,MVO-272
1651,M22D
1652,M22E
1653,M22G
1654,M489B
1655,M489A
1656,M22M
1657,M22O
1658,M22C
1659,M285
1660,M371B
1661,M51B
1662,M51D
1663,M51E
1664,M51F
1665,M51G
1666,MON-27
1667,MON-28
1668,M51H
1669,M371A
1670,M371C
1671,M91A
1672,M91B
1673,M325A
1674,M615
1675,Gtl-142
1676,M63A
1677,M18A
1678,M334A
1679,M625
1680,M534B
1681,M564
1682,M380A
1683,M325B
1684,M231
1685,M139F
1686,M317A
1687,M317B
1688,M317C
1689,M317D
1690,M529
1691,M433A
1692,M413C
1693,M433B
1694,M608A
1695,M352
1696,M655
1697,M1067
1698,KA-1
1699,M304A
1700,M304B
1701,M84A
1702,M535
1703,M1038
1704,M1011
1705,M1176
1706,M1175
1707,NT-7
1708,MCC-11
1709,Bu 2277
1710,Bu 2363
1711,Bu 1554
1712,Bu 1561
1713,Bu 1701
1714,Bu 1861
1715,Bu 2446
1716,Bu 2259
1717,Bu 2017
1718,M693B
1719,M304C
1720,M1206
1721,M1170
1722,M1171
1723,M1172
1724,M1174
1725,S.Is-1
1726,M692A
1727,M1237
1728,M1173
1729,M1178
1730,M1163
1731,M1203
1732,M1145
1733,M1099
1734,M1165
1735,M1169
1736,M1155
1737,M1160
1738,M1151
1739,M1152
1740,Bu 2114
1741,Bu 2212
1742,Bu 2388
1743,M645A
1744,M.Uncat10
1745,M1029
1746,M1141
1747,M1149
1748,M1146
1749,M1143
1750,Bu 1945
1751,Bu 2427
1752,Bu 1494
1753,Bu 2224
1754,Bu 2435
1755,Bu 1108
1756,Bu 1740
1757,Bu 1018
1758,M696A
1759,M695B
1760,M1009
1761,M1010
1762,M1106
1763,M1101
1764,M1104
1765,M1106.1
1766,M1105
1767,TPZ-23
1768,Bu 4410B
1769,Bu 1054
1770,SEM 5
1771,M645B
1772,M709
1773,M722
1774,M621H
1775,M622A
1776,M669B
1777,M669D
1778,M669H
1779,M669J
1780,M669K
1781,M705A
1782,M620
1783,M648
1784,M646
1785,M665
1786,M603D
1787,M1048
1788,M1007
1789,M1091
1790,M708C
1791,M613
1792,M1008B
1793,M610
1794,M707A
1795,M604
1796,M1066A
1797,M583C
1798,M1079
1799,M589
1800,M627
1801,M591
1802,M654
1803,M552A
1804,M12B
1805,M428
1806,M244
1807,M220B
1808,M114A
1809,M1045
1810,ROC11279
1811,M1034
1812,M1068
1813,M1008A
1814,M114B
1815,M689A
1816,M390E
1817,M1241
1818,M390G
1819,M609A
1820,M447A
1821,M447B
1822,M472
1823,M688A
1824,M549
1825,M406A
1826,M288C
1827,M477B
1828,M406E
1829,M233D
1830,M233H
1831,M179B
1832,M179C
1833,M179E
1834,M258
1835,M1052
1836,M1053
1837,M412C
1838,M412D
1839,M73B
1840,M142
1841,M361H
1842,M361S
1843,M361U
1844,M206
1845,M98A
1846,M1082
1847,M1095
1848,M1085
1849,M581
1850,M490
1851,M594
1852,M681B
1853,M690A
1854,M690B
1855,M1080
1856,M1088
1857,M651
1858,M1049
1859,Kak.-3
1860,KOS-3
1861,M676A
1862,M676B
1863,M656
1864,M634
1865,M633A
1866,M621A
1867,M621B
1868,M440N.1
1869,M440N.2
1870,M621D
1871,M1243
1872,M506A
1873,M493
1874,M562A
1875,M432A
1876,M432B
1877,M432C
1878,M432D
1879,M621E
1880,M621F
1881,M566
1882,M599B
1883,M513B
1884,M571Q
1885,M226B
1886,M546A
1887,M420A
1888,M420B
1889,M426
1890,M411
1891,M582
1892,M409A
1893,M403A
1894,M403B
1895,M540
1896,M683
1897,M623
1898,M524C
1899,M524D
1900,M531B
1901,M525C
1902,M524E
1903,M278D
1904,M640
1905,Ms.-52
1906,M227D
1907,M395A
1908,M395B
1909,M395C
1910,M373B
1911,M458A
1912,M550
1913,M509
1914,M563B
1915,M617
1916,M457D
1917,M483
1918,M586
1919,M723
1920,M485
1921,M637A
1922,M637B
1923,M360L
1924,M451D
1925,M356
1926,M349A
1927,M344I
1928,M354B
1929,M354C
1930,M554
1931,M499
1932,M449
1933,M505
1934,M341C
1935,M438K
1936,M390O
1937,M577A
1938,M577B
1939,M498
1940,M518B
1941,M390Q
1942,M390R
1943,M390T
1944,M390Y
1945,M390Z
1946,M181A
1947,M181B
1948,IM 10
1949,M1137
1950,CC 111
1951,CC 115
1952,Tas-90
1953,AK-320
1954,Tri 383
1955,M341D
1956,M341E
1957,M65
1958,M276C.2
1959,M277A
1960,M277C
1961,M277D
1962,M279C.1
1963,M279C.2
1964,M290A
1965,M290B
1966,M290C
1967,M290D
1968,M301
1969,M253A
1970,M253E
1971,M255A
1972,M254E
1973,M557
1974,M286A
1975,M269A
1976,Ran 133
1977,POT-24
1978,IM 62
1979,M27B
1980,M254G
1981,M254H
1982,M440Z
1983,M480C
1984,M480D
1985,M226D
1986,M223A
1987,M223B
1988,M225B
1989,M225C
1990,M212A
1991,M212C
1992,M226C
1993,M1059B
1994,M1A
1995,M478B
1996,M156D
1997,M214E.1
1998,M214E.2
1999,M211
2000,M528
2001,M354H
2002,M41B
2003,M24B
2004,M489A.1
2005,M489A.2
2006,M266B
2007,M309A
2008,ROC15071
2009,M63B
2010,M534A
2011,M534D
2012,M608B
2013,M721
2014,M220A
2015,ORU-339
2016,ORU-342
2017,Ran 153
2018,M177A
2019,M176E
2020,M176F
2021,M176H
2022,M1235
2023,M1220
2024,M684A
2025,M141D
2026,M144A
2027,M148A
2028,M132.35
2029,M116C
2030,M132.36
2031,M132.37
2032,M143K.3
2033,M107B
2034,M107C
2035,M132.13
2036,M143L
2037,Ran 178
2038,M132.30B
2039,M132.32A
2040,M132.32B
2041,M663A
2042,M466B
2043,M466A
2044,M127
2045,M685A
2046,M571J
2047,M58
2048,M571I
2049,M571K
2050,M571L
2051,M571M
2052,M571P
2053,POT-4
2054,ORU-336
2055,M667A
2056,M35F.1
2057,M35F.2
2058,M116B
2059,M5A
2060,M71A
2061,M71C
2062,M35G
2063,M82
2064,M59C
2065,M41A
2066,M59D
2067,M53A
2068,M53B
2069,M53C
2070,M36
2071,M416D
2072,M40A
2073,M40B
2074,M669A
2075,M416C
2076,M29A
2077,M28A
2078,M28B
2079,M344K
2080,M344L
2081,M22B.2
2082,M22A
2083,M344M
2084,M344N
2085,M344O
2086,M344P
2087,M523B
2088,M193G
2089,M51C
2090,M62
2091,M80
2092,M682
2093,M439C
2094,AK-378
2095,AK-392
2096,M621I
2097,M708D
2098,M467A
2099,M87A
2100,M87C
2101,M194A
2102,M194B
2103,M83
2104,M154C
2105,M671
2106,M306A
2107,M444
2108,M332A
2109,ROC3245
2110,M1164
2111,FRO D2e
2112,STL 7
2113,JM-Qcbc-1
2114,ROC9211
2115,ROC4048
2116,GSC-2675
2117,ROC10144
2118,M233E
2119,1107.conflict2
2120,GSC-346
2121,GSC-50
2122,M233F
2123,SM 4b
2124,PC 16.conflict1
2125,ROC4900
2126,GSC-2472
2127,GSC-612
2128,GSC-626
2129,GSC-263
2130,GSC-537
2131,GSC-2234
2132,GSC-181
2133,GSC-1940
2134,GSC-1835
2135,GSC-2348
2136,GSC-321
2137,GSC-322
2138,SED- 40
2139,SED- 831
2140,GSC-910
2141,GSC-2429
2142,GSC-886
2143,GSC-352
2144,ROC11056
2145,GSC-1243
2146,GSC-707
2147,269 W
2148,M361T
2149,M98B
2150,M98C
2151,M706A
2152,Wards- 72
2153,Wards- 99
2154,ROC11498
2156,M531C
2157,M463B
2158,M653A
2159,M653B
2160,M3M.2
2161,M11C
2162,M11E
2163,M11A
2164,M3E
2165,M3J
2166,GSC-118
2167,M3K
2168,M1039
2169,SED- 667
2170,GSC-824
2171,GSC-144
2172,GSC-2486
2173,ROC10022
2174,ROC10064
2175,GSC-182
2176,ROC10248
2177,ROC10320
2178,GSC-1402
2179,ROC10402
2180,ROC10500
2181,ROC10645
2182,ROC10885
2183,ROC10926
2184,ROC10950
2185,ROC10188
2186,M3M.1
2187,M25
2188,M1168
2189,IT-13
2190,C.d.A. 1314
2191,C.d.A. 1240
2192,SP 21
2193,Bu 1772
2194,Bu 4417
2195,ROC11057
2196,ROC11093
2197,ROC11095
2198,ROC11240
2199,ROC11248
2200,ROC11478
2201,ROC10041
2202,ROC10101
2203,ROC10105
2204,ROC10147
2205,ROC10113
2206,ROC10182
2207,ROC11294
2208,M20A
2209,M4A
2210,M4B
2211,M326B
2212,M239B
2213,M239C
2214,M326A
2215,M576
2216,M710
2217,NZL-41
2218,GSC-201
2219,GSC-364
2220,GSC-100
2221,GSC-108
2222,GSC-109
2223,GSC-141
2224,ROC11280
2225,GSC-145
2226,ROC1060
2227,ROC17243
2228,SED- 4
2229,SED- 123
2230,SED- 186
2231,SED- 197
2232,GSC-1372
2233,3131a
2234,SED- 414
2235,M246
2236,IM 122
2237,ROC10074
2238,Tri 63
2239,ROC10186
2240,SED- 2290
2241,SED- 2306
2242,GSC-208
2243,GSC-2465
2244,GSC-73
2245,GSC-1721
2246,GSC-1799
2247,GSC-1495
2248,GSC-266
2249,GSC-2599
2250,GSC-996
2251,GSC-2640
2252,GSC-233
2253,GSC-370
2254,GSC-312
2255,GSC-226
2256,GSC-25
2257,GSC-196
2258,GSC-1922
2259,GSC-350
2260,GSC-230
2261,GSC-33
2262,GSC-943
2263,M327
2264,GSC-2462
2265,M201C
2266,M201A
2267,M548
2268,SH 53a
2269,SH L-3c
2270,SH L-2c
2271,SH L-2d
2272,SH L-4a
2273,SH L-7
2274,Tri 163
2275,L 1042
2276,Su-147
2277,Ou 1077
2278,Ou 1086
2279,M34
2280,GSC-426
2281,ROC11325
2282,GSC-2769
2283,GSC-2781
2284,M1001
2285,SHA.conflict21
2286,M464F
2287,SH 26.conflict3
2288,OPL-7.conflict2
2289,M1122
2290,M1126
2291,SH 32.conflict2
2292,SH 49.conflict2
2293,SH 35.conflict1
2294,P2538.conflict2
2295,ORO G-2.conflict3
2296,Bu 4427
2297,Bu 1058
2298,Bu 1063
2299,Bu 1064
2300,Bu 1071
2301,AK-341
2302,GSC-903
2303,GSC-924
2304,GSC-2126
2305,GSC-1735
2306,GSC-1965
2307,GSC-2248
2308,GSC-2625
2309,GSC-1813
2310,GSC-2444
2311,GSC-1948
2312,GSC-1681
2313,GSC-1469
2314,GSC-1478
2315,GSC-1332
2316,GSC-937
2317,GSC-2039
2318,GSC-1010
2319,GSC-821
2320,ROC11360
2321,Bu 1133
2322,Bu 1135
2323,Bu 1180
2324,Bu 1203
2325,Bu 1230
2326,Bu 1277
2327,Bu 1292
2328,Bu 1295
2329,Bu 1516
2330,GSC-2123
2331,GSC-1312
2332,GSC-1447
2333,GSC-2440
2334,GSC-1727
2335,GSC-892
2336,GSC-585
2337,GSC-1754
2338,Ms.-201
2339,GSC-1050
2340,GSC-1048
2341,GSC-1990
2342,GSC-1115
2343,GSC-1803
2344,GSC-402
2345,GSC-2349
2346,GSC-2296
2347,GSC-407
2348,GSC-456
2349,GSC-573
2350,GSC-490
2351,GSC-2630
2352,GSC-834
2353,GSC-829
2354,GSC-2339
2355,GSC-2380
2356,GSC-1034
2357,GSC-933
2358,GSC-94
2359,GSC-2481
2360,GSC-1385
2361,GSC-1591
2362,GSC-1692
2363,GSC-1324
2364,GSC-2485
2365,GSC-2641
2366,GSC-56
2367,GSC-1064
2368,GSC-2064
2369,GSC-724
2370,GSC-582
2371,GSC-728
2372,GSC-1882
2373,GSC-881
2374,GSC-994
2375,GSC-2196
2376,GSC-1654
2377,GSC-1082
2378,GSC-1218
2379,GSC-1714
2380,GSC-519
2381,GSC-2059
2382,GSC-1975
2383,GSC-2351
2384,GSC-2790
2385,GSC-2592
2386,GSC-2082
2387,GSC-2713
2388,GSC-2543
2389,ROC1548
2390,GSC-2546
2391,GSC-2279
2392,GSC-2549
2393,GSC-2019
2394,GSC-2156
2395,GSC-1764
2396,GSC-1842
2397,GSC-1522
2398,GSC-1578
2399,GSC-1530
2400,GSC-1594
2401,GSC-1266
2402,GSC-447
2403,GSC-2502
2404,GSC-971
2405,GSC-2609
2406,GSC-974
2407,GSC-542
2408,GSC-588
2409,GSC-1448
2410,GSC-2002
2411,GSC-1836
2412,GSC-1686
2413,GSC-207
2414,GSC-244
2415,GSC-750
2416,GSC-751
2417,GSC-755
2418,Sx-8
2419,T70
2420,Tri 65
2421,ROC10283
2422,ROC10393
2423,ROC10438
2424,ROC10459
2425,ROC10893
2426,ROC11010
2427,ROC11016
2428,ROC11251
2429,ROC11413
2430,ROC11434
2431,ROC11463
2432,M1127
2433,M1130
2434,M1119
2435,Aj 1035
2436,M464G
2437,M31B
2438,M31C
2439,M51K
2440,M31A
2441,M342
2442,M56B
2443,M1114
2444,M1115
2445,IT-15
2446,M267A.1
2447,M267A.2
2448,M18B
2449,M464C
2450,M464E
2451,M5B
2452,M1221
2453,M129
2454,M38
2455,M1242
2456,M334C
2457,M334B
2458,M429
2459,M454
2460,M56A
2461,M56C
2462,M99A
2463,M380C
2464,M380B
2465,M200
2466,M1125
2467,Cor-50
2468,BVL-9
2469,BVO-87
2470,Bin-1021
2471,M139C
2472,M99B
2473,M639
2474,M68B
2475,M664A
2476,M1111
2477,M317H
2478,M317I
2479,M317J
2480,M317M
2481,M317N
2482,M317P
2483,M108B
2484,M317Q
2485,M317R
2486,M317S
2487,M282B
2488,M376A
2489,M95D
2490,M330J
2491,M330K
2492,ROC10662
2493,M433C
2494,M330C
2495,M330D
2496,M330F
2497,M330G
2498,M93
2499,M1183
2500,M614
2501,M222A
2502,M222B
2503,M222C
2504,M68A
2505,M501B
2506,M445A
2507,M663C
2508,M445B
2509,M502
2510,M347A
2511,M1249
2512,M468T
2513,M468U
2514,ROC11472
2515,M468V
2516,M137
2517,M108A
2518,M552B
2519,M552C
2520,M552D
2521,M281
2522,M424A
2523,M121A
2524,M105C
2525,M672A
2526,M672B
2527,M672C
2528,M105A
2529,M511
2530,M382B
2531,M262A
2532,M55A
2533,M55D
2534,M341A
2535,M314
2536,M438A
2537,M438B
2538,M438G
2539,M1226
2540,M438H
2541,MX-43
2542,M438I
2543,M438J
2544,M438V
2545,M438L
2546,M438O
2547,M438P
2548,M438Q
2549,M438S
2550,M438T
2551,GSC-1851
2552,M357C
2553,M288A
2554,M288B
2555,M390.1
2556,M390H.1
2557,M390H.2
2558,GSC-2590
2559,M357A
2560,M440P
2561,GSC-1480
2562,M441
2563,GSC-2805
2564,M390J
2565,M390N
2566,M260E
2567,M260B
2568,M260C
2569,M609B
2570,M54
2571,M687A
2572,M155C
2573,M37B
2574,M37C
2575,M497
2576,M574
2577,M155A
2578,M155B
2579,M368
2580,M399B
2581,M136A
2582,M67A
2583,M67B
2584,M287B
2585,M79
2586,M559B
2587,M136B
2588,M236
2589,M287A
2590,M461B
2591,M657A
2592,M657B
2593,M585
2594,M559A
2595,M208
2596,M663E
2597,M362
2598,GSC-825
2599,M49
2600,GSC-2412
2601,M494A
2602,M494B
2603,M434
2604,M435
2605,M538
2606,M553
2607,M430
2608,M319
2609,M413A
2610,M406B
2611,M233C
2612,M698A
2613,M678
2614,M418C
2615,M418D
2616,M558
2617,M415
2618,M418A
2619,M418B
2620,M361B
2621,M75A
2622,M75B
2623,M629
2624,M412A
2625,M412B
2626,M361N
2627,C.d.A. 1127
2628,C.d.A. 1184
2629,C.d.A. 1123
2630,C.d.A. 1268
2631,C.d.A. 1201
2632,M1205
2633,M508B
2634,M508A
2635,M361K
2636,M525B
2637,M1086
2638,M697A
2639,M661A
2640,M622B
2641,M622C
2642,M1123
2643,M649
2644,M603B
2645,M603A
2646,M603C
2647,M601A
2648,M1041
2649,M1028
2650,M1013
2651,M1014
2652,M1016
2653,M1017
2654,M1018
2655,M1019
2656,M513A
2657,M601B
2658,M601C
2659,M1094
2660,M1021
2661,M725
2662,M598
2663,M642B
2664,M642C
2665,M360B
2666,M642A
2667,M565C
2668,M599A
2669,M207A
2670,M571A.1
2671,M354I
2672,M354L
2673,M354D
2674,M354F
2675,M354G
2676,M571A.2
2677,M624B
2678,M526B.1
2679,M526B.2
2680,M532
2681,M242A
2682,M647A
2683,M521
2684,M526A
2685,M1083
2686,M647B
2687,M519
2688,M631
2689,M588
2690,M524B
2691,M701A
2692,M600
2693,M475
2694,M537
2695,M269B
2696,M268B
2697,M1025
2698,M1027
2699,M1024
2700,TCZ-22
2701,AK-334
2702,M573
2703,M207B
2704,M570
2705,M1078
2706,M278E
2707,M459B
2708,M203E
2709,M568A
2710,M568B
2711,M241
2712,M496
2713,M256A
2714,M256C
2715,M256D
2716,M587
2717,M579
2718,M626
2719,M451C
2720,M575
2721,M462A
2722,M630A
2723,M45
2724,M541A
2725,C 73
2726,C 93
2727,M541C
2728,M593
2729,M204C
2730,M203B
2731,M203C
2732,M204A
2733,M197A
2734,M507F
2735,M481
2736,M560
2737,M448
2738,M471
2739,M473
2740,M507A
2741,M507B
2742,M507C
2743,M193D
2744,M193E
2745,M193F
2746,M507E
2747,M22H
2748,M22J
2749,GSC-2697
2750,Tri 409
2751,M22L
2752,M284
2753,M439B
2754,M383A
2755,M704A
2756,M323
2757,M383B
2758,M74A
2759,M74B
2760,M74C
2761,M460B
2762,M392
2763,M69
2764,M199A
2765,M353A
2766,M353B
2767,M724
2768,M460A
2769,M1234
2770,M664B
2771,M249C
2772,M50
2773,M611A
2774,M611B
2775,M452A
2776,M1246
2777,M64
2778,M33
2779,M81B
2780,M516
2781,M1060B
2782,M1251
2783,M13
2784,M27A
2785,M468B
2786,M468C
2787,M440L
2788,M262B
2789,M491
2790,M545A
2791,M425B
2792,M307F
2793,M307G
2794,M344J
2795,M584
2796,M242B
2797,M242D
2798,M329A
2799,M329B
2800,M312
2801,M1225
2802,M539
2803,M197B
2804,M197C
2805,M144M
2806,M143P
2807,M370
2808,M266
2809,M309C
2811,M1215
2812,M51I
2813,M51J
2814,M192
2815,Tri 525
2816,M1245
2817,M.Uncat16
2818,M84B
2819,M238
2820,M424B
2821,M1210
2822,M1208
2823,M1219
2824,M1250
2825,M1207
2826,M703A
2827,M621G
2828,M708A
2829,M30
2830,M542
2831,M87B
2832,M154A
2833,M110A
2834,M110B
2835,M306B
2836,M650A
2837,M1072
2838,M1036
2839,MVO-117
2840,M1157
2841,M1248
2842,M446
2843,M12A
2844,M1213
2845,M102A
2846,M522A
2847,M1212
2848,M406C
2849,M406D
2850,M1244
2851,M1216
2852,M1224
2853,M1209
2854,M681C
2855,M.Uncat20
2856,M599C
2857,M595
2858,M500A
2859,M1004
2860,M1056
2861,MVO-213
2862,MVO-268
2863,M500B
2864,M1233
2865,M463A
2866,M503
2867,M355
2868,MON-26B
2869,SH 12.conflict1
2870,SH 13.conflict1
2871,unspecified.conflict84
2872,Tri 393
2873,Bu 2381
2874,Bu 1617
2875,P1103.conflict1
2876,SL-16
2877,P5001.conflict1
2878,P1659.conflict1
2879,UCP 91
2880,G.V.104
2881,P5509.conflict2
2882,M632
2883,NCA-42
2884,MAT-84
2885,MAT-85
2886,NCH 1
2887,NCH 7
2888,NCH 8
2889,OPL-14
2890,ORU-198
2891,ORU-202
2892,ORU-204
2893,ORU-229
2894,ORU-237
2895,ORU-254
2896,ORU-277
2897,ORU-38
2898,Bu 1928
2899,ORU-212
2900,Ran 137
2901,GSC-2566
2902,PRQ-3
2903,MAT-89
2904,ORU-213
2905,P2107
2906,G1010
2907,GSC-2121
2908,CC 165
2909,VD-12
2910,10730.conflict2
2911,ROC4188
2912,Sub-16
2913,ORO Du 4
2914,ROC15073
2915,GSC-2116
2916,GSC-2523
2917,GSC-780
2918,ORO Q-1d
2919,ROC2254
2920,ROC21400
2921,ROC2984
2922,5061xx
2923,2507.conflict2
2924,ROC9203
2925,CY-6
2926,ROC1554
2927,ROC1087
2928,ROC1592
2929,ROC35
2930,GSC-781
2931,unspecified.conflict65
2932,unspecified.conflict67
2933,ROC16474
2934,GSC-837
2935,ROC11165
2936,GSC-460
2937,GSC-270
2938,GSC-2291
2939,GSC-2056
2940,GSC-2070
2941,GSC-2415
2942,GSC-2425
2943,GSC-951
2944,GSC-653
2945,GSC-475
2946,GSC-701
2947,GSC-545
2948,GSC-592
2949,GSC-481
2950,GSC-287
2951,ROC10710
2952,3131b
2953,GSC-333
2954,GSC-338
2955,ROC10295
2956,P7016.conflict3
2957,GSC-838
2958,SED- 391
2959,ROC11557
2960,GSC-631
2961,ROC11574
2962,SED- 2270
2963,GSC-1163
2964,GSC-286
2965,ROC10002
2966,ROC10014
2967,ROC10033
2968,ROC10058
2969,ROC10094
2970,SH 24.conflict1
2971,unspecified.conflict72
2972,unspecified.conflict77
2973,GDGO-71
2974,PAR-14
2975,ROC10234
2976,ROC10240
2977,ROC10433
2978,ROC10671
2979,ROC10838
2980,ROC10922
2981,ROC10939
2982,ROC10946
2983,ROC11001
2984,ROC11047
2985,ROC11177
2986,P5508.conflict2
2987,ROC10039
2988,ROC10069
2989,ROC10082
2990,ROC10108
2991,ROC10268
2992,ROC10292
2993,ROC10296
2994,P6005.conflict3
2995,GSC-140
2996,GSC-4
2997,ROC147
2998,ROC2487
2999,ROC6003
3000,ROC6004
3001,GSC-84
3002,GSC-52
3003,GSC-1369
3004,GSC-1417
3005,GSC-2647
3006,SL-17
3007,GSC-688
3008,GSC-1932
3009,SED- 1760
3010,SED- 2285
3011,SED- 2291
3012,SED- 2310
3013,SED- 2320
3014,GSC-852
3015,GSC-630
3016,GSC-2149
3017,GSC-1159
3018,GSC-678
3019,GSC-1094
3020,GSC-1029
3021,GSC-192
3022,GSC-213
3023,GSC-169
3024,GSC-349
3025,GSC-211
3026,GSC-379
3027,GSC-1604
3028,GSC-231
3029,GSC-2447
3030,GSC-597
3031,GSC-574
3032,SH 8a
3033,P2008
3034,Wards- 44
3035,KK 242
3036,KK 4
3037,GSC-1205
3038,GSC-823
3039,GSC-1993
3040,GSC-1951
3041,GSC-2245
3042,GSC-2244
3043,GSC-2125
3044,GSC-2078
3045,GSC-2006
3046,GSC-2093
3047,GSC-2509
3048,GSC-979
3049,GSC-1512
3050,GSC-2799
3051,GSC-667
3052,GSC-1165
3053,GSC-1955
3054,GSC-2004
3055,GSC-2096
3056,GSC-2638
3057,GSC-1625
3058,GSC-1826
3059,GSC-1979
3060,GSC-2782
3061,GSC-1168
3062,GSC-1631
3063,GSC-1323
3064,GSC-1277
3065,GSC-1088
3066,GSC-1038
3067,GSC-1253
3068,GSC-2448
3069,GSC-479
3070,GSC-41
3071,GSC-2238
3072,GSC-787
3073,GSC-2807
3074,GSC-2406
3075,GSC-399
3076,GSC-1310
3077,GSC-1329
3078,GSC-2112
3079,GSC-2007
3080,GSC-1453
3081,GSC-803
3082,GSC-1441
3083,GSC-2577
3084,GSC-2569
3085,GSC-382
3086,GSC-467
3087,GSC-1037
3088,GSC-2312
3089,GSC-2356
3090,GSC-816
3091,GSC-1699
3092,GSC-1401
3093,GSC-1394
3094,GSC-1709
3095,GSC-1788
3096,KP 97
3097,GSC-2189
3098,GSC-1949
3099,GSC-1612
3100,GSC-2028
3101,GSC-1215
3102,GSC-1216
3103,GSC-885
3104,GSC-1781
3105,GSC-1630
3106,GSC-2473
3107,GSC-1839
3108,GSC-1080
3109,GSC-965
3110,GSC-1315
3111,GSC-2170
3112,GSC-1668
3113,GSC-424
3114,GSC-721
3115,GSC-976
3116,GSC-1226
3117,GSC-2692
3118,GSC-893
3119,GSC-1415
3120,GSC-2552
3121,GSC-2551
3122,GSC-2586
3123,GSC-1024
3124,GSC-1526
3125,GSC-1929
3126,GSC-716
3127,GSC-446
3128,GSC-2389
3129,GSC-2404
3130,GSC-929
3131,GSC-1545
3132,GSC-2749
3133,GSC-2759
3134,GSC-1811
3135,GSC-506
3136,GSC-2518
3137,GSC-2505
3138,GSC-40
3139,GSC-757
3140,GSC-758
3141,GSC-775
3142,ROC11090
3143,ROC84
3144,ROC10117
3145,ROC10173
3146,ROC10242
3147,ROC10341
3148,ROC11563
3149,ROC11873
3150,ROC16822
3151,ROC80835
3152,ROC81188
3153,ROC84622
3154,10402A
3155,SUT-19
3156,11453.conflict1
3157,GDGO-98
3158,GSC-2699
3159,ARA-33
3160,ROC10658
3161,KLG-22
3162,CAS-316
3163,GSC-2717
3164,GSC-1505
3165,GSC-2185
3166,GSC-544
3167,GSC-2136
3168,GSC-2376
3169,GSC-2414
3170,GSC-1560
3171,GSC-1642
3172,UCP 59
3173,ORU-329
3174,FS-5498
3175,Dom-177
3176,KK 84
3177,ROC10261
3178,GSC-1284
3179,GSC-2706
3180,ROC11074
3181,LLA-1012
3182,ROC10428
3183,G.V.116
3184,ORU-292
3185,ORU-145
3186,ORU-146
3187,ORU-266
3188,KK 260
3189,Kak.-1
3190,MAT-83
3191,MVO-14B
3192,MVO-19
3193,ORU-162
3194,ORU-222
3195,SDD-251
3196,ORU-29
3197,PRQ-8
3198,RnA 8
3199,RnA 14
3200,GSC-2645
3201,GSC-1437
3202,ROC95984
3203,11510.conflict2
3204,1267.conflict2
3205,SUT-40
3206,10096.conflict2
3207,GSC-1450
3208,PIL-35
3209,GSC-1364
3210,ROC15083
3211,GSC-1250
3212,GSC-396
3213,GSC-1543
3214,ROC10323
3215,ROC22519
3216,ROC16424
3217,304.conflict2
3218,UCP 58
3219,36766.conflict1
3220,5113.conflict2
3221,1126.conflict2
3222,GSC-305
3223,GSC-297
3224,2278x
3225,SP 16
3226,unspecified.conflict64
3227,SP 33d
3228,PC 23.conflict2
3229,GSC-2698
3230,ROC10139
3231,ROC10844
3232,SED- 2279
3233,GSC-1306
3234,SED- 2311
3235,GSC-366
3236,GSC-1507
3237,GSC-2013
3238,GSC-2409
3239,GSC-37
3240,GSC-2293
3241,GSC-323
3242,GSC-20
3243,GSC-2284
3244,GSC-435
3245,GSC-529
3246,GSC-1848
3247,GSC-2057
3248,GSC-171
3249,GSC-1282
3250,LLA-1056
3251,186.conflict2
3252,ROC18353
3253,GSC-505
3254,GSC-2232
3255,GSC-2021
3256,GSC-798
3257,GSC-79
3258,GSC-539
3259,199.conflict2
3260,GSC-348
3261,GSC-336
3262,P7500.conflict2
3263,GSC-11
3264,sedimx-55
3265,SH 23.conflict1
3266,ROC11445
3267,ROC11448
3268,ROC11564
3269,ROC10006
3270,ROC11043
3271,ROC10036
3272,GSC-2658
3273,GSC-86
3274,GSC-93
3275,ROC10123
3276,ROC10124
3277,ROC10316
3278,ROC10628
3279,ROC10806
3280,ROC10956
3281,ROC11048
3282,ROC11069
3283,ROC11085
3284,ROC11108
3285,ROC11174
3286,ROC11389
3287,ROC11430
3288,ROC11480
3289,ROC10509
3290,KK 132b
3291,KK 138
3292,KK 156
3293,KK 168
3294,ROC10044
3295,ROC10049
3296,ROC10128
3297,ROC10145
3298,ROC10202
3299,ROC10203
3300,ROC10233
3301,ROC10254
3302,ROC10269
3303,Aj 1039
3304,Aj 1049
3305,Sub-18
3306,KK 181
3307,GSC-2143
3308,GSC-2146
3309,GSC-142
3310,ROC10523
3311,GSC-331
3312,NM 421
3313,ROC181
3314,ROC134
3315,KK 85
3316,GSC-206
3317,GSC-31
3318,SED- 140
3319,SED- 75
3320,SED- 131
3321,SED- 150
3322,SED- 155
3323,SED- 173
3324,SED- 257
3325,SED- 995
3326,GSC-422
3327,SED- 1286
3328,GSC-2553
3329,SED- 1310
3330,SED- 2266
3331,GSC-2660
3332,SED- 2263
3333,SED- 2295
3334,GSC-2743
3335,GSC-394
3336,GSC-672
3337,GSC-689
3338,GSC-2141
3339,GSC-296
3340,GSC-2471
3341,GSC-1529
3342,GSC-188
3343,GSC-1157
3344,GSC-847
3345,GSC-2320
3346,GSC-236
3347,GSC-1603
3348,P2112
3349,GSC-740
3350,GSC-250
3351,ROC2995
3352,SH 8e
3353,GSC-1295
3354,Wards- 95
3355,P6517.conflict1
3356,SH 42.conflict1
